scope,libdays,distanceMajor,distanceMinor,distancePatch,releaseFrequencyPerMonth,numberOfMissedReleases,repository,packageIdent,version
devDependencies,1903,1,0,0,0.11747430249632894,1,/appcenter-cli,/vinyl-sourcemap,1.1.0
devDependencies,0,0,0,0,0.0,0,/appcenter-cli,/append-buffer,1.0.2
devDependencies,1788,1,0,0,0.5127551020408163,1,/appcenter-cli,/gulp,4.0.2
devDependencies,1041,1,0,0,0.1740139211136891,1,/appcenter-cli,/glob-watcher,5.0.5
devDependencies,1795,1,1,3,0.16448370392933293,8,/appcenter-cli,/anymatch,2.0.0
devDependencies,2252,1,0,7,0.5887445887445888,8,/appcenter-cli,/micromatch,3.1.10
devDependencies,2234,1,0,3,0.3171428571428571,4,/appcenter-cli,/braces,2.3.2
devDependencies,887,1,0,2,0.3330486763450043,3,/appcenter-cli,/extend-shallow,2.0.1
devDependencies,2585,3,1,0,0.2857142857142857,5,/appcenter-cli,/fill-range,4.0.0
devDependencies,661,4,0,0,0.3258508327299059,4,/appcenter-cli,/is-number,3.0.0
devDependencies,1124,0,4,1,0.4583333333333333,12,/appcenter-cli,/snapdragon,0.8.2
devDependencies,203,3,0,0,0.5851755526657997,10,/appcenter-cli,/base,0.11.2
devDependencies,1568,3,0,1,0.26723470178156467,6,/appcenter-cli,/cache-base,1.0.1
devDependencies,0,0,0,0,0.2912621359223301,0,/appcenter-cli,/collection-visit,1.0.0
devDependencies,0,0,0,0,0.32558139534883723,0,/appcenter-cli,/map-visit,1.0.0
devDependencies,288,1,0,2,0.21462639109697934,3,/appcenter-cli,/has-value,1.0.0
devDependencies,256,1,0,1,0.20153550863723607,2,/appcenter-cli,/has-values,1.0.0
devDependencies,810,2,1,0,0.2776749352091818,7,/appcenter-cli,/set-value,2.0.1
devDependencies,1811,1,0,1,0.07627118644067796,2,/appcenter-cli,/unset-value,1.0.0
devDependencies,706,2,0,2,0.21462639109697934,4,/appcenter-cli,/has-value,0.3.1
devDependencies,0,0,0,0,0.49528301886792453,0,/appcenter-cli,/class-utils,0.3.6
devDependencies,879,2,0,2,0.4013377926421405,4,/appcenter-cli,/define-property,0.2.5
